Person_Id,Company Name,Car,Style,Range(Km/Full Charge),Transmission,VehicleType,PriceRange,Capacity(Seats),BootSpace,BaseModel,TopModel,Charging Time(hrs),Color,Free Services,Delivery Days,Ratings(out of 5)
1fee50,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,White,Free Charging Cable and Installation,36,2.56
e1dc2d,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,50,1.85
51c950,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387520,5,332 L,Premium Dual Tone,HSE,9,White,3 Years of Free Roadside Assistance,48,4.41
8bb8f0,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,White,Free Maintenance and Roadside Assistance,43,4.02
6effc7,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,White,5 Years of Free Service Plan,31,1.07
19a7d5,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,38,1.91
faa0e0,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,54,1.79
56a680,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2381000,5,332 L,Premium Dual Tone,HSE,9,Grey,3 Years of Free Roadside Assistance,45,1.64
a5f3f3,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11300000,5,660 L,Premium Plus,Prestige,9,White,4 Years of Free Servicing and Maintenance,49,4.83
94ea0a,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2555000,5,448 L,Excite,Exclusive,7,Black,Free Home Charging Unit,41,2.16
022b8f,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Blue,Free Maintenance and Roadside Assistance,16,3.5
e8f20c,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,11,2.89
fa4fad,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,20,3.66
b6ac2b,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,31,3.61
5e5313,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1800541,5,350 L,XM,Dark XZ Plus LUX,8,Silver,Free Charging Station Installation,40,4.22
ece525,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2205000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,60,2.01
432436,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,41,2.96
13e573,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,57,4.54
8904c5,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2205000,5,448 L,Excite,Exclusive,7,Blue,Free Home Charging Unit,3,4.73
cffb8b,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Red,5 Years of Free Service Plan,48,2.72
d7c335,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2205000,5,448 L,Excite,Exclusive,7,Black,Free Home Charging Unit,39,1.75
536427,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,35,3.66
1c4eec,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,White,5 Years of Free Service Plan,18,2.6
6e50cf,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10800000,5,656 L,S,Sportback 55,12,Silver,3 Years of Free Scheduled Maintenance,18,3.24
86dc53,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,3,4.27
4d656c,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,8,4.55
ef18c9,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,59,3.31
f90dae,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2386900,5,332 L,Premium Dual Tone,HSE,9,White,3 Years of Free Roadside Assistance,27,1.06
49247e,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10600000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,13,1.69
bcedda,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,21,2.31
8a34f1,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Silver,Free Charging Cable and Installation,15,2.38
13db6e,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1774000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,60,4.92
804ad2,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1774000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,28,1.9
27bb15,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,53,2.69
d56cca,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10900000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,27,1.21
70d51d,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,19,4.73
8e3454,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2320000,5,448 L,Excite,Exclusive,7,Blue,Free Home Charging Unit,19,2.54
e3487e,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Red,5 Years of Free Service Plan,38,4.16
1a55ac,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1699999,5,350 L,XM,Dark XZ Plus LUX,8,Blue,Free Charging Station Installation,56,2.72
286c23,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1764000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,White,Free Charging Cable and Installation,26,4.44
4b3da7,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1427200,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,17,2.49
d3223c,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11300000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,32,3.71
c585eb,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,17,4.16
a15339,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11900000,5,660 L,Premium Plus,Prestige,9,White,4 Years of Free Servicing and Maintenance,23,1.88
0deea0,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,White,Free Maintenance and Roadside Assistance,43,2.56
955027,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,46,3.26
cf075d,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1633445,5,350 L,XM,Dark XZ Plus LUX,8,White,Free Charging Station Installation,8,3.02
9.30E+240,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2379000,5,332 L,Premium Dual Tone,HSE,9,White,3 Years of Free Roadside Assistance,45,2.74
9ff1f4,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2245000,5,448 L,Excite,Exclusive,7,Black,Free Home Charging Unit,22,3.48
8c7de0,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,42,1.11
724820,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1427900,5,350 L,XM,Dark XZ Plus LUX,8,Silver,Free Charging Station Installation,43,4.97
bfb625,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,White,5 Years of Free Service Plan,18,2.48
f1d871,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,11,1.66
39f89e,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2199000,5,448 L,Excite,Exclusive,7,Blue,Free Home Charging Unit,18,3.21
811d7f,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2330000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,6,3.8
505846,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1560000,5,350 L,XM,Dark XZ Plus LUX,8,Blue,Free Charging Station Installation,45,1.99
2e99f7,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Blue,Free Maintenance and Roadside Assistance,40,3.89
7ec183,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2215000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,3,4.24
238ead,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,27,1.93
23bc8d,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10800000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,20,2.75
5f70b2,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,42,3.36
1ab39c,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,14,2.22
571e2d,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,White,Free Charging Cable and Installation,57,1.11
6b959c,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,39,2.94
ddcd02,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2199000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,16,4.4
39db22,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10800000,5,656 L,S,Sportback 55,12,Red,3 Years of Free Scheduled Maintenance,8,3.26
148f14,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1764000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,40,1.62
483680,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,27,3.13
ef05dd,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387500,5,332 L,Premium Dual Tone,HSE,9,White,3 Years of Free Roadside Assistance,21,2.57
d4a13c,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11500000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,25,2.18
8d5700,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2385000,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,57,1.34
7f82a6,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,14,2.06
0cd599,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1699999,5,350 L,XM,Dark XZ Plus LUX,8,Blue,Free Charging Station Installation,46,2.79
8b7637,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,39,2.95
99adeb,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,13,2.12
511a5c,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1240000,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,54,1.03
c4b9de,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,53,1.04
9b69e2,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1924000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,55,3.98
48ebfd,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,49,1.94
fe2187,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,15,4.62
98bcda,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,31,2.78
91f55d,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10700000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,18,2.68
54546,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,6,3.15
b394ab,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2385000,5,332 L,Premium Dual Tone,HSE,9,Blue,3 Years of Free Roadside Assistance,17,4.76
c67909,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2385000,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,27,1.92
406739,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1255500,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,28,2.97
013b55,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1299999,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,3,1.35
96957d,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10100000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,56,3.28
29921f,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,40,2.7
213f03,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,White,5 Years of Free Service Plan,37,4.74
966608,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10900000,5,656 L,S,Sportback 55,12,Red,3 Years of Free Scheduled Maintenance,47,2.44
5ff89c,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1923709,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,7,2.57
07380c,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,White,Free Charging Cable and Installation,15,4.25
a342b8,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1427900,5,350 L,XM,Dark XZ Plus LUX,8,Grey,Free Charging Station Installation,14,3.76
1764f7,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Red,Free Maintenance and Roadside Assistance,25,4.08
6c51c5,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,22,3.67
967f1f,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1800541,5,350 L,XM,Dark XZ Plus LUX,8,Blue,Free Charging Station Installation,29,4.09
3e54f9,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11300000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,21,2.34
f3e585,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1299999,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,36,2.29
d49e28,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1255500,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,25,1.13
064eb9,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Blue,Free Maintenance and Roadside Assistance,8,4.15
cc86c5,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2555000,5,448 L,Excite,Exclusive,7,White,Free Home Charging Unit,13,1.32
d4df37,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,White,Free Charging Cable and Installation,34,1.82
f05960,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1490700,5,350 L,XM,Dark XZ Plus LUX,8,Blue,Free Charging Station Installation,46,2.99
780936,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2245000,5,448 L,Excite,Exclusive,7,White,Free Home Charging Unit,10,1.19
fc096e,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2320000,5,448 L,Excite,Exclusive,7,Blue,Free Home Charging Unit,7,3.79
b15fce,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,54,1.22
7d6e59,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2398000,5,332 L,Premium Dual Tone,HSE,9,White,3 Years of Free Roadside Assistance,18,4.05
a84e9f,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,23,2.12
6f1a9a,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387500,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,18,2.51
e9ef94,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1774000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Silver,Free Charging Cable and Installation,22,4.31
a46d8b,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1600150,5,350 L,XM,Dark XZ Plus LUX,8,Red,Free Charging Station Installation,40,2.41
5df86a,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Blue,5 Years of Free Service Plan,7,3.01
a3b456,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2199000,5,448 L,Excite,Exclusive,7,White,Free Home Charging Unit,59,4.87
dbae2e,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Black,5 Years of Free Service Plan,52,2.25
0b2c58,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11100000,5,656 L,S,Sportback 55,12,Silver,3 Years of Free Scheduled Maintenance,36,1.03
66f80e,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1764000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,15,1.53
8b27a8,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11300000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,58,2.15
04e371,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,23,3.34
98f75a,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10900000,5,656 L,S,Sportback 55,12,Blue,3 Years of Free Scheduled Maintenance,36,1.18
2a5d57,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2215000,5,448 L,Excite,Exclusive,7,White,Free Home Charging Unit,3,3.86
19f74d,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,55,3.21
35f8d9,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,6,4.47
2fb643,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2379000,5,332 L,Premium Dual Tone,HSE,9,Grey,3 Years of Free Roadside Assistance,50,1.09
4c69cd,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Red,Free Maintenance and Roadside Assistance,46,2.4
590bdc,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Blue,Free Maintenance and Roadside Assistance,53,2.46
d076aa,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1800541,5,350 L,XM,Dark XZ Plus LUX,8,Blue,Free Charging Station Installation,24,1.64
cb6be7,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,38,2.13
aca801,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,40,1.01
ae9a09,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10100000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,7,1.25
a7de64,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1800541,5,350 L,XM,Dark XZ Plus LUX,8,Blue,Free Charging Station Installation,53,1.38
e7b5ce,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Blue,5 Years of Free Service Plan,29,2.41
0233d2,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1740000,5,350 L,XM,Dark XZ Plus LUX,8,Blue,Free Charging Station Installation,55,1.68
2047a3,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387520,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,36,4.98
712d1c,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,8,4.29
1cbdc6,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1740000,5,350 L,XM,Dark XZ Plus LUX,8,Silver,Free Charging Station Installation,23,3.46
651978,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2215000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,16,1.97
32777a,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,White,5 Years of Free Service Plan,42,2.34
59fe53,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Blue,5 Years of Free Service Plan,5,2.81
bcec93,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,37,1.72
d47d6e,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2379000,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,58,2.53
1e2121,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,White,Free Maintenance and Roadside Assistance,35,4.71
